Id_index,Job_Title,company,Sector,region,technologies,skills,certifications,soft_skills,languages,experience_years,Type_Contrat,level_study,Tasks,source
1273,Machine Learning Engineer,leyton,Consulting,Casablanca-Settat,Not Specified,"wireframes, prototypes, usability testing , A/B tests, behavioral analysis, design system",,"Leadership, Communication","English, French",Not Specified,NOT SPECIFIED,Not specified,"- Define and lead the UX strategy in alignment with the product vision and user needs.
- Manage and mentor a team of UX UI designers to create seamless and impactful experiences.
- Design optimized user interfaces and experiences (wireframes, prototypes, usability testing, etc.).
- Conduct quantitative and qualitative user research (interviews, A B tests, behavioral analysis).
- Develop and maintain a design system ensuring visual and functional consistency across all products.",indeed
1274,Machine Learning Engineer,leyton,Consulting,Casablanca-Settat,"Java, Python, REST APIs, NoSQL, DevOps, CI/CD","Java, Python, microservices, REST APIs, relational databases, NoSQL databases, DevOps, CI/CD, containerization, monitoring, observability",,"Communication, Leadership, Analytical, Problem solving, Teamwork",Not Specified,3 ans,NOT SPECIFIED,Not specified,"- Lead a software development team and ensure the delivery of high quality solutions.
- Design and implement robust and scalable software architecture.
- Collaborate with product, UX UI, and operations teams to define priorities and technical requirements.
- Stay up to date with technological advancements and foster innovation within the team.",indeed
1275,Data Scientist,metaverse,Technology and IT Services,Casablanca-Settat,"Python, Spark","Python, Spark",,"Autonomy, Problem solving, Responsibility","English, French",Not Specified,NOT SPECIFIED,Not specified,"- Établir des pipelines de données 
- Analyser des données",indeed
1276,Data Analyst,infomineo,Technology and IT Services,Casablanca-Settat,"Hadoop, Hortonworks, Cloudera, Spark, Scala, PySpark, Pig, Hive, Impala, Snowflake, SQL, Python, SAS, R, Javascript, Power BI, Tableau, Looker, QlikView, Git, Github, Gitlab, API","Hadoop, Hortonworks, Cloudera, Spark, Scala, PySpark, Pig, Hive, Impala, Snowflake, SQL, Python, SAS, R, Javascript, Power BI, Tableau, Looker, QlikView, Git, Github, Gitlab, API",,"Communication skills, Interpersonal skills, Organizational skills, Motivation, Attention to detail, Flexibility, Stress management, Teamwork, Collaboration","English, French, German, Arabic, Spanish, Italian, Portuguese",Not Specified,STAGE,Not specified,"- Contribute to the design of the technical solution chosen to collect, analyze data, and display the results obtained.
- Propose solutions and strategies to tackle business challenges.
- Present results in a clear manner
- Clean and prepare the data with the Data Scientists.
- Collect and transform data from the various sources available in big data environments.
- Provide data visualization to inform business decisions.
- Analyze and interpret data to extract complex relationships and trends.
- Optimize data exploration using Machine Learning techniques.
- Adapt and integrate analytics models into the client's IS environment.
- Assist the IT teams in all phases of the production, maintenance and updating of the models developed.",indeed
1277,Data Scientist,metaverse,Technology and IT Services,Casablanca-Settat,"Python,PyTorch,TensorFlow,Hugging Face","Python, PyTorch, TensorFlow, Hugging Face, Machine learning, Deep learning, RNNs",,"Autonomy, Discipline, Responsibility, Analytical, Problem solving","English, French",Not Specified,NOT SPECIFIED,Not specified,"- handling project tasks
- Hands on experience in real world AI applications 
- contribute to a high impact project",indeed
1278,Data Manager,artefact,Technology and IT Services,Casablanca-Settat,Not Specified,"Intelligence Artificielle, IA, Data",,"Teamwork, Leadership, Communication, Adaptability, Problem solving, Proactivity, Collaboration","French, English",4 ans,NOT SPECIFIED,Not specified,"- Organising projects into subprojects with objectives, clear deliverables, and deadlines.
- Defining roles and responsibilities within the team.
- Setting team member goals.
- Ensuring the quality of deliverables and customer satisfaction.
- Understanding client needs and providing tailored data solutions.
- Strengthening relationships with current clients, identifying business opportunities, and proposing relevant solutions.
- Supporting the opening of new commercial territories.",indeed
1279,Data Analyst,artefact,Technology and IT Services,Casablanca-Settat,"Google Analytics, Adobe Analytics, SQL, Python, R, Tableau, Data Studio, Big Query, Google Cloud Storage, OAuth, HTTP Basic, API key, Airflow, Dataiku, Dataflow, Dataprep, R Shiny, Python Flask","Google Analytics, Adobe Analytics, SQL, Python, R, Tableau, Data Studio, Dataviz, Big Query, Google Cloud Storage, OAuth, HTTP Basic, API key, Airflow, Dataiku, Dataflow, Dataprep, R Shiny, Python Flask",,"Mentoring, Communication, Teamwork, Collaboration, Problem solving, Inspiring",Not Specified,Not Specified,NOT SPECIFIED,Not specified,"- Actively contributing to the expertise level and competencies of the Data & Analytics team 
- Closely collaborate with the other divisions (Media & Activation, Creation, Consulting, Data Science and Data Engineer) to provide comprehensive services to your clients 
- Researching and developing new technical approaches to address problems efficiently
- Staying up to date on developments within the industry, sharing best practices and actively contributing to Artefact's institutional knowledge",indeed
1280,Data Scientist,houngnon marwane,Consulting,Casablanca-Settat,Not Specified,"Analyse de données, Gestion des bases de données, Mise en œuvre des solutions IA , IT",,Not Specified,Not Specified,0 ans,NOT SPECIFIED,Not specified,"- Analyse de donnees
- gestion des bases de donnees
- mise en eouvre des solutions IA",indeed
1281,Data Scientist,yamed capital,Financial Services,Casablanca-Settat,"Python, Spark, SQL","- Python, - Spark, - SQL, - Machine Learning, - Deep learning",,"Communication, Prioritization, Problem solving, Innovation",French,2 ans,NOT SPECIFIED,Not specified,"- Extraire et présenter des informations précieuses à partir de données
- Comprendre les exigences Business et générer des analyses
- Construire des modèles mathématiques, les valider et les mettre en oeuvre
- Expliquer des sujets complexes adaptés à l'audience
- Valider et suivre les résultats",indeed
1282,Data Analyst,attijariwafa bank,Financial Services,Not specified,"Python, SQL, SAS, SAS Visual Analytics, QlikView, BO, QlikSense, Tableau, Power BI","Python, SQL, SAS, SAS Visual Analytics, QlikView, BO, QlikSense, Tableau, Power BI",,"Communication, Teamwork, Leadership, Client orientation","English, Spanish, French",Not Specified,NOT SPECIFIED,Not specified,"- Veiller au respect des politiques et processus data liées à la qualité de la donnée, MétaData et MDM. 
- Expertise en matière d'analyse et profiling de données, développement des datajobs, et remédiation des données. 
- Expertise en matière de conception, design et développement de solutions de Dashbording. 
- Pilotage et suivi de l'activité Data Quality, MetaData & MDM. 
- Accompagnement des métiers et des acteurs de l'organisation Data dans leurs besoins d'amélioration de la qualité de données, gestion des référentiels et dictionnaires de données. 
- Administration et évolution de la plateforme Data Management. 
- Conduite de projets et initiatives Data tout en respectant les délais, budgets et la qualité des livrables.
- Développement des modèles prédictifs et des algorithmes complexes pour améliorer la qualité el la remédiation des données.",indeed
1283,Data Scientist,cih bank,Financial Services,Casablanca-Settat,"pandas, numpy, scikit learn, pytorch, tensorflow, Python","pandas, numpy, scikit learn, pytorch, tensorflow, Python",,"Communication, Problem solving, Teamwork",Not Specified,Not Specified,NOT SPECIFIED,Not specified,"- Prepare and integrate developments into existing workflows.
- Thoroughly document critical parts of the code.
- Document global workflows and the significance and use of data.
- Evaluate data quality before usage.
- Communicate data related issues to the data management.
- Adhere to coding standards, stylistic conventions, and provided guidelines.
- Critically evaluate and propose improvements to existing code base.
- Help define business metrics to evaluate data prediction outputs.
- Define technical metrics to evaluate model training.
- Document and model technical procedures specific to Data Science.
- Conduct in depth predictive analyses using complex data.
- create predictive models
- propose corresponding metrics to evaluate the efficiency of these models.",indeed
1284,Data Scientist,leyton,Consulting,Casablanca-Settat,"Python,JAVA,R,SQL","Python, JAVA, R, SQL, Big Data frameworks, visualization tools , predictive modeling, machine learning, clustering, classification",,"Collaboration, Communication",English,Not Specified,NOT SPECIFIED,Not specified,"- Data Analysis: Analyze raw data to assess quality, perform cleansing, and structure it for downstream processing, ensuring data integrity and reliability.
- Algorithm Development:",indeed
1285,Data Manager,admiral,Consulting,Casablanca-Settat,Not Specified,"Data management, Data analysis , Data modeling , Predictive modeling, Report generation, Data strategy",,"Communication, Organisation, Teamwork, Collaboration, Prioritization, Risk management, Coordination","English, French",Not Specified,NOT SPECIFIED,Not specified,"- Travailler en collaboration avec les différents parties prenantes  pour comprendre les besoins en matière de données et traduire ces besoins en spécifications fonctionnelles
- Traduire ces besoins en spécifications fonctionnelles claires et compréhensibles avec une priorisation des taches et travaux selon les contraintes rencontrées
- Organiser et structurer le backlog de manière à optimiser le déroulement des projets
- Assurer la gestion de projets , le suivi des activités , la gestion des risques et la coordination des équipes 
- Collaborer avec l’équipe Data pour concevoir et mettre en œuvre des solutions technique répondant aux besoins en matière de données
- Participer à la définitions de la stratégie de gestion des données
- Mettre en place et promouvoir pratiques en matière de qualité et d’intégrité des données",indeed
1286,Data Engineer,devoteam,Technology and IT Services,Casablanca-Settat,"Java, GCP, Bitbucket, Kafka, Informatica, Azure DevOps, Azure Data Factory, Azure SQL server, PowerShell, SQL, Nifi","Java, GCP, Bitbucket, Kafka, Informatica, Azure DevOps, Azure Data Factory, Azure SQL server, PowerShell, SQL, ETL pipeline design , Nifi","AWS, Google, Microsoft, Salesforce, Vmware","Leadership, Communication, Influencing, Teamwork, Change management",English,2 ans,NOT SPECIFIED,Not specified,"- Experience working with dimensionally modeled data.
- Knowledge of Snowflake Synapse Azure Purview Data Governance is a plus. 
- Fluent English. 
- Excellent leadership skills with experience collaborating with cross functional teams. 
- Ability to drive good influencing skills and lead without formal power and line authority. 
- Ability and seniority to challenge country business teams regarding existing processes.
- good communication skills.
- inquisitive curious.
- able to work together with country teams to design together simple and efficient ways of working.
- Pragmatic and capable of solving complex issues when translating business operations into data scientist constraints.
- Can make the complex simple by applying creativity and effort.
- can manage different departments constraints for the benefit of Rexel’s clients and teams.
- Ability to drive change, to onboard business teams.
- speaks the language of the business.",indeed
1287,Data Scientist,devoteam,Technology and IT Services,Casablanca-Settat,"Java Core, Spring Boot, Apache Camel, RabbitMq, Kafka, ElasticSearch, SQL, NoSQL, Git, GitFlow, CouchBase, Liquibase, Spring Contract, Swagger, Python, Angular 8, JUnit, DbUnit, H2, Karate, Pact, Selenium, Gatling, NeoLoad, Docker, Docker compose, Ansible, Kubernetes, Shell, Jenkins, Nexus, Terraform, Helm, ELK, Grafana, AppDynamics, Prometheus, Dynatrace, SonarQube, Spring Security, SSL, Fortify, Azure DevOps, Azure Data Factory, Azure SQL server, PowerShell, Snowflake Synapse, Azure Purview","Java Core, Spring Boot, Apache Camel, RabbitMq, Kafka, ElasticSearch, SQL, NoSQL, Git, GitFlow, CouchBase, Liquibase, Spring Contract, Swagger, Python, Angular 8, JUnit, DbUnit, H2, Karate, Karate Mock, Pact, Selenium, Gatling, NeoLoad, TDD, BDD, DDD, Docker, Docker compose, Ansible, Kubernetes, Shell, Jenkins, Nexus, Terraform, Helm, ELK, Grafana, AppDynamics, Prometheus, Dynatrace, SonarQube, Spring Security, SSL, RGPD, Fortify, Azure DevOps, Azure Data Factory, Azure SQL server, PowerShell, Snowflake Synapse, Azure Purview, SQL, DB administration, ETL pipeline design",,"Communication, Humble, Listening, Creative, Rigorous, Perseverance, Teamwork, Leadership, Influencing, Curiosity, Pragmatic, Problem solving, Change management",English,Not Specified,NOT SPECIFIED,Not specified,"- implement solutions chez nos clients
- manage project timelines
- conduct market research 
- write technical documentation
- Analyse Data
- Build pipelines
- design ETL pipeline
- write PowerShell script
- work with dimensionally modeled data
- translate business operations into data scientist constraints
- work with country teams to design simple and efficient ways of working
- solve complex issues
- manage different departments constraints 
- drive change
- onboard business teams",indeed
